Sexo;Comunidades;Edad;Periodo;Total
Hombres;12 Galicia;Total;2019T4;10,3
Hombres;12 Galicia;Total;2019T3;9,84
Hombres;12 Galicia;Total;2019T2;10,72
Hombres;12 Galicia;Total;2019T1;12,15
Hombres;12 Galicia;Total;2018T4;11,34
Hombres;12 Galicia;Total;2018T3;11,14
Hombres;12 Galicia;Total;2018T2;12,82
Hombres;12 Galicia;Total;2018T1;14,25
Hombres;12 Galicia;Total;2017T4;14,25
Hombres;12 Galicia;Total;2017T3;13,24
Hombres;12 Galicia;Total;2017T2;15,33
Hombres;12 Galicia;Total;2017T1;17,19
Hombres;12 Galicia;Total;2016T4;15,63
Hombres;12 Galicia;Total;2016T3;15,71
Hombres;12 Galicia;Total;2016T2;17,23
Hombres;12 Galicia;Total;2016T1;17,6
Hombres;12 Galicia;Total;2015T4;16,98
Hombres;12 Galicia;Total;2015T3;16,67
Hombres;12 Galicia;Total;2015T2;19,45
Hombres;12 Galicia;Total;2015T1;21,48
Hombres;12 Galicia;Total;2014T4;20,79
Hombres;12 Galicia;Total;2014T3;20,01
Hombres;12 Galicia;Total;2014T2;22,03
Hombres;12 Galicia;Total;2014T1;23,66
Hombres;12 Galicia;Total;2013T4;22,49
Hombres;12 Galicia;Total;2013T3;21,97
Hombres;12 Galicia;Total;2013T2;22,39
Hombres;12 Galicia;Total;2013T1;22,45
Hombres;12 Galicia;Total;2012T4;21,36
Hombres;12 Galicia;Total;2012T3;20,3
Hombres;12 Galicia;Total;2012T2;21,68
Hombres;12 Galicia;Total;2012T1;19,85
Hombres;12 Galicia;Total;2011T4;17,55
Hombres;12 Galicia;Total;2011T3;16,16
Hombres;12 Galicia;Total;2011T2;15,93
Hombres;12 Galicia;Total;2011T1;16,6
Hombres;12 Galicia;Total;2010T4;15,17
Hombres;12 Galicia;Total;2010T3;13,99
Hombres;12 Galicia;Total;2010T2;14,69
Hombres;12 Galicia;Total;2010T1;14,52
Hombres;12 Galicia;Total;2009T4;11,79
Hombres;12 Galicia;Total;2009T3;11,42
Hombres;12 Galicia;Total;2009T2;12,02
Hombres;12 Galicia;Total;2009T1;11,4
Hombres;13 Madrid, Comunidad de;Total;2020T1;9,72
Hombres;13 Madrid, Comunidad de;Total;2019T4;9,4
Hombres;13 Madrid, Comunidad de;Total;2019T3;9,41
Hombres;13 Madrid, Comunidad de;Total;2019T2;9,8
Hombres;13 Madrid, Comunidad de;Total;2019T1;10,64
Hombres;13 Madrid, Comunidad de;Total;2018T4;11,07
Hombres;13 Madrid, Comunidad de;Total;2018T3;11,2
Hombres;13 Madrid, Comunidad de;Total;2018T2;11,36
Hombres;13 Madrid, Comunidad de;Total;2018T1;12,85
Hombres;13 Madrid, Comunidad de;Total;2017T4;13
Hombres;13 Madrid, Comunidad de;Total;2017T3;11,81
Hombres;13 Madrid, Comunidad de;Total;2017T2;12,78
Hombres;13 Madrid, Comunidad de;Total;2017T1;13,58
Hombres;13 Madrid, Comunidad de;Total;2016T4;14,15
Hombres;13 Madrid, Comunidad de;Total;2016T3;14,3
Hombres;13 Madrid, Comunidad de;Total;2016T2;15,69
Hombres;13 Madrid, Comunidad de;Total;2016T1;15,88
Hombres;13 Madrid, Comunidad de;Total;2015T4;16,35
Hombres;13 Madrid, Comunidad de;Total;2015T3;15,68
Hombres;13 Madrid, Comunidad de;Total;2015T2;16,95
Hombres;13 Madrid, Comunidad de;Total;2015T1;18,25
Hombres;13 Madrid, Comunidad de;Total;2014T4;18,35
Hombres;13 Madrid, Comunidad de;Total;2014T3;16,21
Hombres;13 Madrid, Comunidad de;Total;2014T2;18,24
Hombres;13 Madrid, Comunidad de;Total;2014T1;19,02
Hombres;13 Madrid, Comunidad de;Total;2013T4;19,43
Hombres;13 Madrid, Comunidad de;Total;2013T3;18,73
Hombres;13 Madrid, Comunidad de;Total;2013T2;18,75
Hombres;13 Madrid, Comunidad de;Total;2013T1;19,97
Hombres;13 Madrid, Comunidad de;Total;2012T4;19,79
Hombres;13 Madrid, Comunidad de;Total;2012T3;18,49
Hombres;13 Madrid, Comunidad de;Total;2012T2;19,12
Hombres;13 Madrid, Comunidad de;Total;2012T1;19,02
Hombres;13 Madrid, Comunidad de;Total;2011T4;18,5
Hombres;13 Madrid, Comunidad de;Total;2011T3;16,06
Hombres;13 Madrid, Comunidad de;Total;2011T2;16,34
Hombres;13 Madrid, Comunidad de;Total;2011T1;14,68
Hombres;13 Madrid, Comunidad de;Total;2010T4;15,16
Hombres;13 Madrid, Comunidad de;Total;2010T3;15,06
Hombres;13 Madrid, Comunidad de;Total;2010T2;16,01
Hombres;13 Madrid, Comunidad de;Total;2010T1;16,06
Hombres;13 Madrid, Comunidad de;Total;2009T4;14,29
Hombres;13 Madrid, Comunidad de;Total;2009T3;14,31
Hombres;13 Madrid, Comunidad de;Total;2009T2;13,92
Hombres;13 Madrid, Comunidad de;Total;2009T1;13,15
Hombres;14 Murcia, RegiÛn de;Total;2020T1;14,21
Hombres;14 Murcia, RegiÛn de;Total;2019T4;12,95
Hombres;14 Murcia, RegiÛn de;Total;2019T3;12,2
Hombres;14 Murcia, RegiÛn de;Total;2019T2;10,77
Hombres;14 Murcia, RegiÛn de;Total;2019T1;11,59
Hombres;14 Murcia, RegiÛn de;Total;2018T4;12,05
Hombres;14 Murcia, RegiÛn de;Total;2018T3;13,63
Hombres;14 Murcia, RegiÛn de;Total;2018T2;13,03
Hombres;14 Murcia, RegiÛn de;Total;2018T1;14,9
Hombres;14 Murcia, RegiÛn de;Total;2017T4;15,05
Hombres;14 Murcia, RegiÛn de;Total;2017T3;16,16
Hombres;14 Murcia, RegiÛn de;Total;2017T2;13,94
Hombres;14 Murcia, RegiÛn de;Total;2017T1;15,72
Hombres;14 Murcia, RegiÛn de;Total;2016T4;15,64
Hombres;14 Murcia, RegiÛn de;Total;2016T3;18,06
Hombres;14 Murcia, RegiÛn de;Total;2016T2;16,57
Hombres;14 Murcia, RegiÛn de;Total;2016T1;18,95
Hombres;14 Murcia, RegiÛn de;Total;2015T4;20,57
Hombres;14 Murcia, RegiÛn de;Total;2015T3;21,19
Hombres;14 Murcia, RegiÛn de;Total;2015T2;20,32
Hombres;14 Murcia, RegiÛn de;Total;2015T1;24,67
Hombres;14 Murcia, RegiÛn de;Total;2014T4;25,26
Hombres;14 Murcia, RegiÛn de;Total;2014T3;23,08
Hombres;14 Murcia, RegiÛn de;Total;2014T2;22,76
Hombres;14 Murcia, RegiÛn de;Total;2014T1;27,29
Hombres;14 Murcia, RegiÛn de;Total;2013T4;27,41
Hombres;14 Murcia, RegiÛn de;Total;2013T3;28,24
Hombres;14 Murcia, RegiÛn de;Total;2013T2;28,19
Hombres;14 Murcia, RegiÛn de;Total;2013T1;30,37
Hombres;14 Murcia, RegiÛn de;Total;2012T4;28,87
Hombres;14 Murcia, RegiÛn de;Total;2012T3;28,56
Hombres;14 Murcia, RegiÛn de;Total;2012T2;26,12
Hombres;14 Murcia, RegiÛn de;Total;2012T1;27,63
Hombres;14 Murcia, RegiÛn de;Total;2011T4;26,15
Hombres;14 Murcia, RegiÛn de;Total;2011T3;23,72
Hombres;14 Murcia, RegiÛn de;Total;2011T2;24,19
Hombres;14 Murcia, RegiÛn de;Total;2011T1;26
Hombres;14 Murcia, RegiÛn de;Total;2010T4;25,06
Hombres;14 Murcia, RegiÛn de;Total;2010T3;23,58
Hombres;14 Murcia, RegiÛn de;Total;2010T2;21,44
Hombres;14 Murcia, RegiÛn de;Total;2010T1;22,65
Hombres;14 Murcia, RegiÛn de;Total;2009T4;22,68
Hombres;14 Murcia, RegiÛn de;Total;2009T3;22,86
Hombres;14 Murcia, RegiÛn de;Total;2009T2;20,9
Hombres;14 Murcia, RegiÛn de;Total;2009T1;20,15
Hombres;15 Navarra, Comunidad Foral de;Total;2020T1;8,23
Hombres;15 Navarra, Comunidad Foral de;Total;2019T4;8,12
Hombres;15 Navarra, Comunidad Foral de;Total;2019T3;6,64
Hombres;15 Navarra, Comunidad Foral de;Total;2019T2;6,78
Hombres;15 Navarra, Comunidad Foral de;Total;2019T1;8,04
Hombres;15 Navarra, Comunidad Foral de;Total;2018T4;9,11
Hombres;15 Navarra, Comunidad Foral de;Total;2018T3;8,05
Hombres;15 Navarra, Comunidad Foral de;Total;2018T2;9,14
Hombres;15 Navarra, Comunidad Foral de;Total;2018T1;10,04
Hombres;15 Navarra, Comunidad Foral de;Total;2017T4;7,84
Hombres;15 Navarra, Comunidad Foral de;Total;2017T3;7,58
Hombres;15 Navarra, Comunidad Foral de;Total;2017T2;7,2
Hombres;15 Navarra, Comunidad Foral de;Total;2017T1;8,33
Hombres;15 Navarra, Comunidad Foral de;Total;2016T4;9,23
Hombres;15 Navarra, Comunidad Foral de;Total;2016T3;11,25
Hombres;15 Navarra, Comunidad Foral de;Total;2016T2;11,27
Hombres;15 Navarra, Comunidad Foral de;Total;2016T1;11,96
Hombres;15 Navarra, Comunidad Foral de;Total;2015T4;12,06
Hombres;15 Navarra, Comunidad Foral de;Total;2015T3;12,32
Hombres;15 Navarra, Comunidad Foral de;Total;2015T2;11,9
Hombres;15 Navarra, Comunidad Foral de;Total;2015T1;14,43
Hombres;15 Navarra, Comunidad Foral de;Total;2014T4;14,96
Hombres;15 Navarra, Comunidad Foral de;Total;2014T3;15,57
Hombres;15 Navarra, Comunidad Foral de;Total;2014T2;15,49
Hombres;15 Navarra, Comunidad Foral de;Total;2014T1;15,9
Hombres;15 Navarra, Comunidad Foral de;Total;2013T4;15,5
Hombres;15 Navarra, Comunidad Foral de;Total;2013T3;17,18
Hombres;15 Navarra, Comunidad Foral de;Total;2013T2;18,35
Hombres;15 Navarra, Comunidad Foral de;Total;2013T1;17,62
Hombres;15 Navarra, Comunidad Foral de;Total;2012T4;16,79
Hombres;15 Navarra, Comunidad Foral de;Total;2012T3;15,43
Hombres;15 Navarra, Comunidad Foral de;Total;2012T2;17,89
Hombres;15 Navarra, Comunidad Foral de;Total;2012T1;16,63
Hombres;15 Navarra, Comunidad Foral de;Total;2011T4;13,2
Hombres;15 Navarra, Comunidad Foral de;Total;2011T3;11,49
Hombres;15 Navarra, Comunidad Foral de;Total;2011T2;12,73
Hombres;15 Navarra, Comunidad Foral de;Total;2011T1;12,87
Hombres;15 Navarra, Comunidad Foral de;Total;2010T4;11,56
Hombres;15 Navarra, Comunidad Foral de;Total;2010T3;10,61
Hombres;15 Navarra, Comunidad Foral de;Total;2010T2;10,52
Hombres;15 Navarra, Comunidad Foral de;Total;2010T1;13,33
Hombres;15 Navarra, Comunidad Foral de;Total;2009T4;9,77
Hombres;15 Navarra, Comunidad Foral de;Total;2009T3;9,46
Hombres;15 Navarra, Comunidad Foral de;Total;2009T2;10,82
Hombres;15 Navarra, Comunidad Foral de;Total;2009T1;9,9
Hombres;16 PaÌs Vasco;Total;2020T1;8,18
Hombres;16 PaÌs Vasco;Total;2019T4;8,59
Hombres;16 PaÌs Vasco;Total;2019T3;8,26
Hombres;16 PaÌs Vasco;Total;2019T2;9,55
Hombres;16 PaÌs Vasco;Total;2019T1;9,14
Hombres;16 PaÌs Vasco;Total;2018T4;9,22
Hombres;16 PaÌs Vasco;Total;2018T3;9,69
Hombres;16 PaÌs Vasco;Total;2018T2;10,88
Hombres;16 PaÌs Vasco;Total;2018T1;10,56
Hombres;16 PaÌs Vasco;Total;2017T4;10,52
Hombres;16 PaÌs Vasco;Total;2017T3;10,68
Hombres;16 PaÌs Vasco;Total;2017T2;10,05
Hombres;16 PaÌs Vasco;Total;2017T1;10,81
Hombres;16 PaÌs Vasco;Total;2016T4;11,95
Hombres;16 PaÌs Vasco;Total;2016T3;11,37
Hombres;16 PaÌs Vasco;Total;2016T2;12,42
Hombres;16 PaÌs Vasco;Total;2016T1;12,66
Hombres;16 PaÌs Vasco;Total;2015T4;12,31
Hombres;16 PaÌs Vasco;Total;2015T3;13,65
Hombres;16 PaÌs Vasco;Total;2015T2;16,48
Hombres;16 PaÌs Vasco;Total;2015T1;17
Hombres;16 PaÌs Vasco;Total;2014T4;16,92
Hombres;16 PaÌs Vasco;Total;2014T3;14,86
Hombres;16 PaÌs Vasco;Total;2014T2;16,8
Hombres;16 PaÌs Vasco;Total;2014T1;17,51
Hombres;16 PaÌs Vasco;Total;2013T4;16,68
Hombres;16 PaÌs Vasco;Total;2013T3;15,77
Hombres;16 PaÌs Vasco;Total;2013T2;16,86
Hombres;16 PaÌs Vasco;Total;2013T1;17,35
Hombres;16 PaÌs Vasco;Total;2012T4;16,69
Hombres;16 PaÌs Vasco;Total;2012T3;16,37
Hombres;16 PaÌs Vasco;Total;2012T2;14,76
Hombres;16 PaÌs Vasco;Total;2012T1;14,4
Hombres;16 PaÌs Vasco;Total;2011T4;12,27
Hombres;16 PaÌs Vasco;Total;2011T3;11,96
Hombres;16 PaÌs Vasco;Total;2011T2;11,15
Hombres;16 PaÌs Vasco;Total;2011T1;11,65
Hombres;16 PaÌs Vasco;Total;2010T4;10,66
Hombres;16 PaÌs Vasco;Total;2010T3;10,02
Hombres;16 PaÌs Vasco;Total;2010T2;9,91
Hombres;16 PaÌs Vasco;Total;2010T1;10,57
Hombres;16 PaÌs Vasco;Total;2009T4;11,59
Hombres;16 PaÌs Vasco;Total;2009T3;11,81
Hombres;16 PaÌs Vasco;Total;2009T2;10,74
Hombres;16 PaÌs Vasco;Total;2009T1;10,21
Hombres;17 Rioja, La;Total;2020T1;9,44
Hombres;17 Rioja, La;Total;2019T4;10,39
Hombres;17 Rioja, La;Total;2019T3;9,8
Hombres;17 Rioja, La;Total;2019T2;10,02
Hombres;17 Rioja, La;Total;2019T1;10,29
Hombres;17 Rioja, La;Total;2018T4;9,37
Hombres;17 Rioja, La;Total;2018T3;8,28
Hombres;17 Rioja, La;Total;2018T2;8,78
Hombres;17 Rioja, La;Total;2018T1;10,01
Hombres;17 Rioja, La;Total;2017T4;9,45
Hombres;17 Rioja, La;Total;2017T3;11,22
Hombres;17 Rioja, La;Total;2017T2;7,6
Hombres;17 Rioja, La;Total;2017T1;9,88
Hombres;17 Rioja, La;Total;2016T4;9,19
Hombres;17 Rioja, La;Total;2016T3;12,76
Hombres;17 Rioja, La;Total;2016T2;12,46
Hombres;17 Rioja, La;Total;2016T1;14,28
Hombres;17 Rioja, La;Total;2015T4;14,22
Hombres;17 Rioja, La;Total;2015T3;13,52
Hombres;17 Rioja, La;Total;2015T2;14,07
Hombres;17 Rioja, La;Total;2015T1;14,67
Hombres;17 Rioja, La;Total;2014T4;13,64
Hombres;17 Rioja, La;Total;2014T3;16,47
Hombres;17 Rioja, La;Total;2014T2;15,33
Hombres;17 Rioja, La;Total;2014T1;16,91
Hombres;17 Rioja, La;Total;2013T4;17,97
Hombres;17 Rioja, La;Total;2013T3;19,35
Hombres;17 Rioja, La;Total;2013T2;20,97
Hombres;17 Rioja, La;Total;2013T1;18,55
Hombres;17 Rioja, La;Total;2012T4;18,5
Hombres;17 Rioja, La;Total;2012T3;18,8
Hombres;17 Rioja, La;Total;2012T2;20,96
Hombres;17 Rioja, La;Total;2012T1;17,9
Hombres;17 Rioja, La;Total;2011T4;17,48
Hombres;17 Rioja, La;Total;2011T3;16,87
Hombres;17 Rioja, La;Total;2011T2;16,94
Hombres;17 Rioja, La;Total;2011T1;15,32
Hombres;17 Rioja, La;Total;2010T4;14,22
Hombres;17 Rioja, La;Total;2010T3;13,15
Hombres;17 Rioja, La;Total;2010T2;10,76
Hombres;17 Rioja, La;Total;2010T1;13,25
Hombres;17 Rioja, La;Total;2009T4;13,22
Hombres;17 Rioja, La;Total;2009T3;12,77
Hombres;17 Rioja, La;Total;2009T2;12,97
Hombres;17 Rioja, La;Total;2009T1;11,39
Hombres;18 Ceuta;Total;2020T1;22,04
Hombres;18 Ceuta;Total;2019T4;25,26
Hombres;18 Ceuta;Total;2019T3;26,05
Hombres;18 Ceuta;Total;2019T2;22,71
Hombres;18 Ceuta;Total;2019T1;17,89
Hombres;18 Ceuta;Total;2018T4;18,97
Hombres;18 Ceuta;Total;2018T3;22,99
Hombres;18 Ceuta;Total;2018T2;24,33
Hombres;18 Ceuta;Total;2018T1;25,09
Hombres;18 Ceuta;Total;2017T4;20,13
Hombres;18 Ceuta;Total;2017T3;14,37
Hombres;18 Ceuta;Total;2017T2;13,03
Hombres;18 Ceuta;Total;2017T1;20,59
Hombres;18 Ceuta;Total;2016T4;18,93
Hombres;18 Ceuta;Total;2016T3;17,91
Hombres;18 Ceuta;Total;2016T2;22,73
Hombres;18 Ceuta;Total;2016T1;20,8
Hombres;18 Ceuta;Total;2015T4;17,98
Hombres;18 Ceuta;Total;2015T3;23,29
Hombres;18 Ceuta;Total;2015T2;19,53
Hombres;18 Ceuta;Total;2015T1;25,41
Hombres;18 Ceuta;Total;2014T4;28,26
Hombres;18 Ceuta;Total;2014T3;29,65
Hombres;18 Ceuta;Total;2014T2;27,66
Hombres;18 Ceuta;Total;2014T1;30,15
Hombres;18 Ceuta;Total;2013T4;32,28
Hombres;18 Ceuta;Total;2013T3;23,44
Hombres;18 Ceuta;Total;2013T2;28,81
Hombres;18 Ceuta;Total;2013T1;30,7
Hombres;18 Ceuta;Total;2012T4;28,74
Hombres;18 Ceuta;Total;2012T3;26,24
Hombres;18 Ceuta;Total;2012T2;32,71
Hombres;18 Ceuta;Total;2012T1;29,53
Hombres;18 Ceuta;Total;2011T4;20,23
Hombres;18 Ceuta;Total;2011T3;24,8
Hombres;18 Ceuta;Total;2011T2;21,65
Hombres;18 Ceuta;Total;2011T1;21,93
Hombres;18 Ceuta;Total;2010T4;18,14
Hombres;18 Ceuta;Total;2010T3;21,42
Hombres;18 Ceuta;Total;2010T2;24,92
Hombres;18 Ceuta;Total;2010T1;21
Hombres;18 Ceuta;Total;2009T4;17,54
Hombres;18 Ceuta;Total;2009T3;12,9
Hombres;18 Ceuta;Total;2009T2;10,57
Hombres;18 Ceuta;Total;2009T1;11,79
Hombres;19 Melilla;Total;2020T1;21,26
Hombres;19 Melilla;Total;2019T4;21,31
Hombres;19 Melilla;Total;2019T3;22,43
Hombres;19 Melilla;Total;2019T2;22,6
Hombres;19 Melilla;Total;2019T1;22,96
Hombres;19 Melilla;Total;2018T4;20,81
Hombres;19 Melilla;Total;2018T3;18,12
Hombres;19 Melilla;Total;2018T2;24,07
Hombres;19 Melilla;Total;2018T1;23,31
Hombres;19 Melilla;Total;2017T4;20,46
Hombres;19 Melilla;Total;2017T3;19,08
Hombres;19 Melilla;Total;2017T2;22,79
Hombres;19 Melilla;Total;2017T1;20,38
Hombres;19 Melilla;Total;2016T4;21,81
Hombres;19 Melilla;Total;2016T3;24,31
Hombres;19 Melilla;Total;2016T2;29,99
Hombres;19 Melilla;Total;2016T1;28,37
Hombres;19 Melilla;Total;2015T4;29,04
Hombres;19 Melilla;Total;2015T3;27,96
Hombres;19 Melilla;Total;2015T2;32,5
Hombres;19 Melilla;Total;2015T1;29,03
Hombres;19 Melilla;Total;2014T4;21,59
Hombres;19 Melilla;Total;2014T3;22,1
Hombres;19 Melilla;Total;2014T2;25,61
Hombres;19 Melilla;Total;2014T1;22,77
Hombres;19 Melilla;Total;2013T4;34,4
Hombres;19 Melilla;Total;2013T3;39,89
Hombres;19 Melilla;Total;2013T2;29,04
Hombres;19 Melilla;Total;2013T1;28,47
Hombres;19 Melilla;Total;2012T4;23,71
Hombres;19 Melilla;Total;2012T3;25,67
Hombres;19 Melilla;Total;2012T2;24,51
Hombres;19 Melilla;Total;2012T1;16,61
Hombres;19 Melilla;Total;2011T4;16,78
Hombres;19 Melilla;Total;2011T3;19,2
Hombres;19 Melilla;Total;2011T2;20,14
Hombres;19 Melilla;Total;2011T1;19,69
Hombres;19 Melilla;Total;2010T4;20,04
Hombres;19 Melilla;Total;2010T3;18,28
Hombres;19 Melilla;Total;2010T2;20,08
Hombres;19 Melilla;Total;2010T1;12,99
Hombres;19 Melilla;Total;2009T4;12,64
Hombres;19 Melilla;Total;2009T3;16,58
Hombres;19 Melilla;Total;2009T2;21,38
Hombres;19 Melilla;Total;2009T1;19,7
Mujeres;Total Nacional;Total;2020T1;16,24
Mujeres;Total Nacional;Total;2019T4;15,55
Mujeres;Total Nacional;Total;2019T3;15,92
Mujeres;Total Nacional;Total;2019T2;15,78
Mujeres;Total Nacional;Total;2019T1;16,74
Mujeres;Total Nacional;Total;2018T4;16,26
Mujeres;Total Nacional;Total;2018T3;16,22
Mujeres;Total Nacional;Total;2018T2;17,08
Mujeres;Total Nacional;Total;2018T1;18,54
Mujeres;Total Nacional;Total;2017T4;18,35
Mujeres;Total Nacional;Total;2017T3;18,21
Mujeres;Total Nacional;Total;2017T2;19,04
Mujeres;Total Nacional;Total;2017T1;20,51
Mujeres;Total Nacional;Total;2016T4;20,25
Mujeres;Total Nacional;Total;2016T3;20,66
Mujeres;Total Nacional;Total;2016T2;21,82
Mujeres;Total Nacional;Total;2016T1;22,78
Mujeres;Total Nacional;Total;2015T4;22,52
Mujeres;Total Nacional;Total;2015T3;22,69
Mujeres;Total Nacional;Total;2015T2;24,01
Mujeres;Total Nacional;Total;2015T1;24,98
Mujeres;Total Nacional;Total;2014T4;24,74
Mujeres;Total Nacional;Total;2014T3;25,01
Mujeres;Total Nacional;Total;2014T2;25,38
Mujeres;Total Nacional;Total;2014T1;26,57
Mujeres;Total Nacional;Total;2013T4;26,53
Mujeres;Total Nacional;Total;2013T3;26,18
Mujeres;Total Nacional;Total;2013T2;26,71
Mujeres;Total Nacional;Total;2013T1;27,26
Mujeres;Total Nacional;Total;2012T4;26,22
Mujeres;Total Nacional;Total;2012T3;25,1
Mujeres;Total Nacional;Total;2012T2;24,36
Mujeres;Total Nacional;Total;2012T1;24,46
Mujeres;Total Nacional;Total;2011T4;22,92
Mujeres;Total Nacional;Total;2011T3;21,75
Mujeres;Total Nacional;Total;2011T2;20,92
Mujeres;Total Nacional;Total;2011T1;21,66
Mujeres;Total Nacional;Total;2010T4;20,51
Mujeres;Total Nacional;Total;2010T3;20,18
Mujeres;Total Nacional;Total;2010T2;20,3
Mujeres;Total Nacional;Total;2010T1;19,9
Mujeres;Total Nacional;Total;2009T4;18,8
Mujeres;Total Nacional;Total;2009T3;17,91
Mujeres;Total Nacional;Total;2009T2;18,04
Mujeres;Total Nacional;Total;2009T1;17,76
Mujeres;01 AndalucÌa;Total;2020T1;25,22
Mujeres;01 AndalucÌa;Total;2019T4;24,4
Mujeres;01 AndalucÌa;Total;2019T3;26,04
Mujeres;01 AndalucÌa;Total;2019T2;25,08
Mujeres;01 AndalucÌa;Total;2019T1;25,37
Mujeres;01 AndalucÌa;Total;2018T4;25,39
Mujeres;01 AndalucÌa;Total;2018T3;27,08
Mujeres;01 AndalucÌa;Total;2018T2;26,65
Mujeres;01 AndalucÌa;Total;2018T1;28,62
Mujeres;01 AndalucÌa;Total;2017T4;27,85
Mujeres;01 AndalucÌa;Total;2017T3;28,84
Mujeres;01 AndalucÌa;Total;2017T2;27,63
Mujeres;01 AndalucÌa;Total;2017T1;30,25
Mujeres;01 AndalucÌa;Total;2016T4;31,38
Mujeres;01 AndalucÌa;Total;2016T3;32,07
Mujeres;01 AndalucÌa;Total;2016T2;31,97
Mujeres;01 AndalucÌa;Total;2016T1;33,13
Mujeres;01 AndalucÌa;Total;2015T4;32,87
Mujeres;01 AndalucÌa;Total;2015T3;34,43
Mujeres;01 AndalucÌa;Total;2015T2;33,77
Mujeres;01 AndalucÌa;Total;2015T1;36,91
Mujeres;01 AndalucÌa;Total;2014T4;37,31
Mujeres;01 AndalucÌa;Total;2014T3;38,12
Mujeres;01 AndalucÌa;Total;2014T2;36,95
Mujeres;01 AndalucÌa;Total;2014T1;36,83
Mujeres;01 AndalucÌa;Total;2013T4;38,89
Mujeres;01 AndalucÌa;Total;2013T3;37,97
Mujeres;01 AndalucÌa;Total;2013T2;37,02
Mujeres;01 AndalucÌa;Total;2013T1;38,03
Mujeres;01 AndalucÌa;Total;2012T4;37,46
Mujeres;01 AndalucÌa;Total;2012T3;35,83
Mujeres;01 AndalucÌa;Total;2012T2;34,13
Mujeres;01 AndalucÌa;Total;2012T1;34,53
Mujeres;01 AndalucÌa;Total;2011T4;32,67
Mujeres;01 AndalucÌa;Total;2011T3;32,61
Mujeres;01 AndalucÌa;Total;2011T2;31,19
Mujeres;01 AndalucÌa;Total;2011T1;31,4
Mujeres;01 AndalucÌa;Total;2010T4;29,96
Mujeres;01 AndalucÌa;Total;2010T3;30,42
Mujeres;01 AndalucÌa;Total;2010T2;28,68
Mujeres;01 AndalucÌa;Total;2010T1;27,63
Mujeres;01 AndalucÌa;Total;2009T4;27,47
Mujeres;01 AndalucÌa;Total;2009T3;26,83
Mujeres;01 AndalucÌa;Total;2009T2;27,12
Mujeres;01 AndalucÌa;Total;2009T1;25,95
Mujeres;02 AragÛn;Total;2020T1;11,73
Mujeres;02 AragÛn;Total;2019T4;11,38
Mujeres;02 AragÛn;Total;2019T3;10,92
Mujeres;02 AragÛn;Total;2019T2;11,59
Mujeres;02 AragÛn;Total;2019T1;12,08
Mujeres;02 AragÛn;Total;2018T4;12,54
Mujeres;02 AragÛn;Total;2018T3;12,24
Mujeres;02 AragÛn;Total;2018T2;11,17
Mujeres;02 AragÛn;Total;2018T1;12,67
Mujeres;02 AragÛn;Total;2017T4;14,41
Mujeres;02 AragÛn;Total;2017T3;13,27
Mujeres;02 AragÛn;Total;2017T2;15,09
Mujeres;02 AragÛn;Total;2017T1;16,2
Mujeres;02 AragÛn;Total;2016T4;16,01
Mujeres;02 AragÛn;Total;2016T3;17,9
Mujeres;02 AragÛn;Total;2016T2;18,41
Mujeres;02 AragÛn;Total;2016T1;19,02
Mujeres;02 AragÛn;Total;2015T4;18
Mujeres;02 AragÛn;Total;2015T3;18,07
Mujeres;02 AragÛn;Total;2015T2;21,21
Mujeres;02 AragÛn;Total;2015T1;22,31
Mujeres;02 AragÛn;Total;2014T4;22,53
Mujeres;02 AragÛn;Total;2014T3;21,05
Mujeres;02 AragÛn;Total;2014T2;22,11
Mujeres;02 AragÛn;Total;2014T1;24,26
Mujeres;02 AragÛn;Total;2013T4;21,29
Mujeres;02 AragÛn;Total;2013T3;21,5
Mujeres;02 AragÛn;Total;2013T2;24,78
Mujeres;02 AragÛn;Total;2013T1;23,08
Mujeres;02 AragÛn;Total;2012T4;21,06
Mujeres;02 AragÛn;Total;2012T3;19,74
Mujeres;02 AragÛn;Total;2012T2;19,46
Mujeres;02 AragÛn;Total;2012T1;18,93
Mujeres;02 AragÛn;Total;2011T4;16,53
Mujeres;02 AragÛn;Total;2011T3;16,54
Mujeres;02 AragÛn;Total;2011T2;18,01
Mujeres;02 AragÛn;Total;2011T1;18,22
Mujeres;02 AragÛn;Total;2010T4;17,26
Mujeres;02 AragÛn;Total;2010T3;13,95
Mujeres;02 AragÛn;Total;2010T2;15,99
Mujeres;02 AragÛn;Total;2010T1;16,55
Mujeres;02 AragÛn;Total;2009T4;12,69
Mujeres;02 AragÛn;Total;2009T3;12,32
Mujeres;02 AragÛn;Total;2009T2;12,37
Mujeres;02 AragÛn;Total;2009T1;12,96
Mujeres;03 Asturias, Principado de;Total;2020T1;14,94
Mujeres;03 Asturias, Principado de;Total;2019T4;13,59
Mujeres;03 Asturias, Principado de;Total;2019T3;14,71
Mujeres;03 Asturias, Principado de;Total;2019T2;16,07
Mujeres;03 Asturias, Principado de;Total;2019T1;16,15
Mujeres;03 Asturias, Principado de;Total;2018T4;14,23
Mujeres;03 Asturias, Principado de;Total;2018T3;13,9
Mujeres;03 Asturias, Principado de;Total;2018T2;15,51
Mujeres;03 Asturias, Principado de;Total;2018T1;16,04
Mujeres;03 Asturias, Principado de;Total;2017T4;15,32
Mujeres;03 Asturias, Principado de;Total;2017T3;11,87
